On an electricity bill, the amount to be paid for consumption is mainly determined based on:;A) the voltage of the current supplied;B) the resistance of the appliances used;C) the work that could have been performed with the energy consumed;D) the meter’s capacity;E) the number of family members;в
Which of the following cities hosts an important Etruscan necropolis?;A) Cerveteri;B) Florence;C) Pisa;D) Pontedera;E) Lucca;а
Perugino was the nickname of:;A) Baldassare Peruzzi;B) Alessandro Varotari;C) Pietro Vannucci;D) Andrea Mantegna;E) Pietro da Cortona;в
In what year was the capital of the Kingdom of Italy transferred to Rome?;A) 1870;B) 1861;C) 1848;D) 1871;E) 1860;г
Which Italian city was ruled by the Gonzaga family in the 16th century?;A) Verona;B) Modena;C) Mantua;D) Ferrara;E) Padua;в
Which Roman emperor inaugurated the Colosseum?;A) Augustus;B) Hadrian;C) Tiberius;D) Titus;E) Diocletian;г
The conquests of Alexander the Great, who managed to defeat the Persian Darius III and take over his empire, extended to their furthest point in:;A) modern-day Anatolia;B) modern-day Iran;C) modern-day Pakistan;D) modern-day India;E) modern-day Bangladesh;г
The Royal Palace of Caserta was designed by:;A) Gioacchino Murat;B) Édouard Manet;C) Luigi Vanvitelli;D) Giuseppe Piermarini;E) Antonio Canova;в
The chronological limits of the Italian Risorgimento can be fixed in the period:;A) 1922–1946;B) 1789–1815;C) 1492–1648;D) 1815–1870;E) 1799–1859;г
The anti-Russian uprising led by commander Dudaev in 1994–96 took place in:;A) Georgia;B) Ukraine;C) Chechnya;D) Belarus;E) Ossetia;в
Identify the incorrect pairing between event and year:;A) Accession to the English throne of Queen Victoria – 1837;B) Battle of Hastings – 1166;C) Execution of Charles I – 1649;D) Beginning of the Wars of the Roses – 1455;E) Approximate start of the Industrial Revolution – 1760;б
Regarding education, the split between architect and engineer is established in France with the founding of the École Polytechnique in:;A) Late 18th century;B) Mid-19th century;C) Late 19th century;D) Mid-20th century;;а
Who created the statue of Perseus in Florence?;A) Cellini;B) Bernini;C) Canova;D) Sassu;E) Michelangelo;а
The Milan Cathedral is built in which style?;A) Gothic;B) Baroque;C) Neoclassical;D) Mannerist;E) Romanesque;а
High-Tech architecture bases its aesthetic image and expressiveness on:;A) Traditional building techniques;B) A free and abstract architectural plasticity;C) Deformation of geometry and all classical modern architecture canons;D) Monumentalization of archetypal architectural elements (roof, column, window);E) Emphasis on construction elements derived from structural engineering;д
The image below represents:Tomb of the Baron;A) An Etruscan painting;B) A Roman painting;C) A Carthaginian painting;D) A Greek painting;E) A Persian painting;а
Identify the alternative that places the historical figures in the correct chronological order.;"A) To Alexander the Great; William the Conqueror; Boccaccio; Charlemagne; Erasmus of Rotterdam; Wolfang Amadeus Mozart; Galileo; Otto von Bismarck; Guglielmo Marconi";"B)Alexander the Great; William the Conqueror; Boccaccio; Charlemagne; Erasmus of Rotterdam; Wolfang Amadeus Mozart; Galileo; Guglielmo Marconi; Otto von Bismarck";"C)Alexander the Great; William the Conqueror; Charlemagne; Boccaccio; Wolfgang Amadeus Mozart; Erasmus of Rotterdam; Galileo; Guglielmo Marconi; Otto von Bismarck";"D)Alexander the Great; Charlemagne; William the Conqueror; Boccaccio; Erasmus of Rotterdam; Galileo; Wolfgang Amadeus Mozart; Otto von Bismarck; Guglielmo Marconi";"E)William the Conqueror; Alexander the Great; Charlemagne; Boccaccio; Wolfgang Amadeus Mozart; Erasmus of Rotterdam; Galileo; Guglielmo Marconi; Otto von Bismarck";г
From the 11th to the 13th century, the forested area in Europe was significantly reduced due to several factors. Which of the following statements is not true?;A) Use of wood as a construction material;B) Deforestation to obtain arable land;C) Use of wood as fuel for artisanal work;D) Spread of an epidemic disease among plants;E) Use of wood for domestic heating;г
Which of the following alternatives correctly defines the Hanseatic League?;A) Danish football club association;B) Austrian political party currently in opposition;C) Commercial alliance between Northern European cities dating to the 12th century;D) Combination of precious metals;E) Non-aggression pact between European states of the 17th century;в
The Battle of the Ardennes was:;A) The decisive clash between Romans and Carthaginians in the First Punic War;B) A battle between Spain under Charles V and France under Francis I;C) The victorious defense of Paris by the French in WWII;D) A violent and controversial German offensive in WWII;E) The bloodiest naval battle in the Mediterranean between Italians and British in WWI;г
The Peace of Westphalia ended:;A) The Third War of Independence;B) The Hundred Years’ War;C) The Thirty Years’ War;D) The First World War;E) The Wars of the Roses;в
Which of the following events did not happen in the 19th century?;A) American Civil War;B) Crimean War;C) Franco-Prussian War;D) Italian Wars of Independence;E) Spanish Civil War;д
When the perimeter of a temple is made up of a colonnade, the building is called:;A) Prostyle;B) Pseudo-peripteral;C) Peripteral;D) Dipteral;E) Amphiprostyle;в
The painting of icons has a ... character:;A) Allegorical;B) Symbolic;C) Realistic;D) Decorative;E) Calligraphic;б
Which of the following inventions is earlier than the Counter-Reformation, Baroque period, and the Thirty Years’ War?;A) Microscope;B) Pendulum clock;C) Telescope;D) Pantograph;E) Astrolabe;д
Identify the person born later than the others (out of time period):;A) Franco;B) Hitler;C) Mussolini;D) Pol Pot;E) Stalin;г
Which of the following alternatives correctly defines the Exarchate?;A) Department of the Italian Ministry of Finance;B) A central French region;C) A territory under the jurisdiction of the Byzantine Empire;D) A primitive Arab form of government;E) Southern province with special status;в
The Sino-Japanese War that began in 1937 ended with the conquest of:;A) Hong Kong by the Japanese;B) Nanjing by the Japanese;C) Beijing by the Japanese;D) Kyoto by the Chinese;E) Hong Kong by the Chinese;б
The man who, in 1952, overthrew the monarchy in Egypt and took power, becoming President of the Egyptian Republic a few years later, was named:;A) Faruk;B) Sadat;C) Nasser;D) Mubarak;E) Atatürk;в
"The Normandy landings mark the beginning of the liberation of Europe by the Anglo-Americans; on which of the following dates did they take place?";A) June 10, 1940;B) July 25, 1943;C) September 8, 1943;D) June 6, 1944;E) April 25, 1945;г
Identify the incorrect pairing between event and year:;A) French defeat at Sedan – 1848;B) Battle of Waterloo – 1815;C) Soviet invasion of Czechoslovakia – 1968;D) Battle of Marathon – 490 BC;E) End of Korean War – 1953;а
In which Italian city did Piero della Francesca paint the famous fresco cycle The History of the True Cross?;A) Florence;B) Genoa;C) Venice;D) Arezzo;E) Urbino;г
"Which of the following matchings is correct?
buwki Teatro degli Arcimboldi
Ice Hockey Stadium
Neues Museum
Palazzo della Rovere
Tokyo
Milan
Berlin
Turin";"A) A – 1; B – 4; C – 3; D – 2";"B) A – 1; B – 2; C – 4; D – 3";"C) A – 2; B – 4; C – 3; D – 1";"D) A – 2; B – 3; C – 4; D – 1";"E) A – 1; B – 2; C – 3; D – 4";в
At the outbreak of World War I, on July 28, 1914, Italy:;A) Remained initially neutral, but later joined the Triple Entente (France, UK, Russia);B) Immediately sided with Germany and Austria-Hungary;C) Immediately sided with the Triple Entente;D) Remained neutral but later sided with Germany and Austria-Hungary;E) Remained neutral until 1917, then joined the US;а
Who is the author of the play Mistero Buffo?;A) Giorgio Gaber;B) Dario Fo;C) Giorgio Strehler;D) Bertolt Brecht;E) Eduardo De Filippo;б
What was ARMIR?;A) The Ministry of Fascist Popular Culture;B) The original name of the Italian Air Force;C) A powerful cruiser built by the fascist regime;D) The Italian expeditionary force in Russia during World War II;E) The local section of the Fascist Party in each town;г
The so-called “parliamentary revolution”, which in Italy led to the rise to power of the historical Left under Agostino Depretis, occurred in the year:;A) 1870;B) 1878;C) 1866;D) 1887;E) 1876;д
Certified email (PEC):;A) Is a service that allows sending emails at high speed;B) Is a service that gives an email the legal value of a registered letter with acknowledgment of receipt;C) Is a service that allows sending email attachments over 2 GB;D) Is a service that allows sending email attachments over 1 GB;E) Allows for secure payment of taxes, fines, and tributes;б
In Microsoft Word, what is the function of the CTRL+Z key combination?;A) Undo the last operation;B) Delete a macro;C) Save recent changes;D) Insert an image;E) Copy a previously selected text section;а
"The following is part of Article 33 of the Italian Constitution: “… are free and teaching is free.”
How does this sentence begin?";A) The arts and technology;B) Art and culture;C) Literature and science;D) Culture and scientific research;E) Art and science;д
Denis Diderot lived in the century:;A) XVIII;B) XVI;C) XV;D) XVII;E) XIX;а
The first European colonial initiative in Africa, aimed at territorial occupation, in 1830 was:;A) Italian in Eritrea;B) French in Algeria;C) British in South Africa;D) Belgian in Congo;E) German in Morocco;б
Mazzini’s only direct experience of government was in:;A) The Kingdom of Savoy;B) The Grand Duchy of Tuscany;C) The Habsburg Empire;D) The Venetian Republic;E) The Roman Republic;д
Which event characterized the era of Stalin’s “Great Purges”?;A) The deportation and execution of tens of thousands of political leaders, government officials, and military officers of all ranks;B) The execution of thousands of American and British citizens;C) An internal policy featuring democratic aspects more liberal than Lenin's;D) A great freedom of the press, limited only to party-controlled newspapers;E) The extermination of the last loyalists of Tsar Nicholas II;а
Who painted The Sea of Ice?;A) Eugène Delacroix;B) William Turner;C) Francesco Hayez;D) Caspar David Friedrich;E) Johann H. Füssli;г
Which military operation was called “Enduring Freedom”?;A) The one led by the USA in Iraq in 1991;B) The one led by the USA in Afghanistan in 2001;C) The NATO mission against Milosevic in 1999;D) The NATO mission in Bosnia in 1995;E) The one led by the USA in Iraq in 2003;б
Which architect oversaw the design of the Constitution Bridge, built over the Grand Canal in Venice starting in 2003 and opened in 2008?;A) Renzo Piano;B) Santiago Calatrava;C) Gae Aulenti;D) Massimiliano Fuksas;E) Zaha Hadid;б
Expressionism developed in:;A) Germany, in the early 20th century;B) Austria, in the late 19th century;C) Italy, in the early 20th century;D) Germany, in the late 19th century;E) France, in the late 19th century;а
Which artistic movement does the painting shown refer to, and who is its author? Chowek bez lice;A) Futurism, Carlo Carrà;B) Metaphysical, Carlo Carrà;C) Metaphysical, Giorgio De Chirico;D) Futurism, Umberto Boccioni;E) Dadaism, Marcel Duchamp;в
Which of the following pairs, linking an artistic movement to a key concept, is correct?;A) Futurism – phenomenal world;B) Art Nouveau – emphasis on shapes;C) Impressionism – lyrical abstraction;D) Expressionism – lyrical abstraction;E) Impressionism – phenomenal world;г
Which of the following paintings was painted by Vincent van Gogh?;A) The Cathedral of Rouen in Full Sun (1894);B) The White Horse (1898);C) The Card Players (1890–92);D) Wheat Field with Crows (1890);E) The Large Bathers (1898–1905);г
In the architectural field, Functionalism deals with:;A) Heliothermal architectures;B) Harmony between color and forms;C) Futuristic architectures under construction;D) Unity between form and function in an object;E) Technical applications of an object;г
The actions of Arkan’s Tigers occurred in the last decade of the twentieth century during the conflict:;A) In Rwanda;B) In Chechnya;C) In the former Yugoslavia;D) In the Gulf;E) In the former Belgian Congo;в
Facades characterized by alternating bands of light and colored marble (green or pink) are typical of which architecture?;A) Early Christian;B) Renaissance;C) Romanesque;D) Baroque;E) Contemporary;в
Which of the following internationally renowned architects has never been involved in the design of airports, stations, or ports?;A) Renzo Piano;B) Santiago Calatrava;C) Bruno Munari;D) Nicholas Grimshaw;E) Zaha Hadid;в
What is galena?;A) A mineral;B) A boat;C) A medicine;D) A dress;E) A performance;а
"Which of the following is a synonym of ""indigenous""?";A) Savage;B) Foreigner;C) Enemy;D) Native;E) Beggar;г
Which of the following novelists was also a mathematician?;A) Lewis Carroll;B) Michail A. Bulgakov;C) George Eliot;D) Gustave Flaubert;E) George B. Shaw;а
Which option lists the architects who designed (1) the Guggenheim Museum in New York (1957) and (2) the one in Bilbao (1997)?;"A) Wright; Calatrava";"B) Mies van der Rohe; Niemeyer";"C) Wright; Gehry";"D) Gropius; Gehry";"E) Mies van der Rohe; Calatrava";в
The Israeli and Palestinian political leaders Rabin and Arafat received the Nobel Peace Prize for the signing of the Oslo-Washington Accords in:;A) 1995;B) 1989;C) 1993;D) 1987;E) 2001;в
Throughout its long history, Egypt was conquered by:;A) Gauls;B) Etruscans;C) Carthaginians;D) Parthians;E) Assyrians;д
The three skyscrapers in the image make up the project:;A) CityLife in Milan;B) Burj Dubai in Dubai;C) CityLife in London;D) Sears Tower in Chicago;E) Empire State Building in New York;а
The rhetorical figure that refers to a concept through entirely different and autonomous images or contents is called:;A) Metaphor;B) Hyperbole;C) Allegory;D) Zeugma;E) Analogy;а
Who among the following was a contemporary of Dante?;A) Giotto;B) Mantegna;C) Praxiteles;D) Filarete;E) Brunelleschi;а
Which of the following terms is a synonym of dome?;A) Nave;B) Frieze;C) Tiburium;D) Apse;E) Ambulatory;в
The Superleggera chair is one of the most famous objects in the history of design. Who designed it?;A) Giuseppe Terragni;B) Bruno Munari;C) Angelo Mangiarotti;D) Gio Ponti;E) Franco Albini;г
Which of the following types does not belong to a Greek city of the classical age?;A) Baths;B) Theater;C) Agora;D) Bouleuterion;E) Temple;а
In what order do the main phases of Ancient Roman history follow each other?;"A) Kingdom; Empire; Kingdom";"B) Kingdom; Empire; Republic";"C) Kingdom; Republic; Empire";"D) Empire; Republic; Kingdom";"E) Empire; Kingdom; Empire";в
Which of the following painters was not an Impressionist?;A) Renoir;B) Manet;C) Fattori;D) Degas;E) Monet;в
Which of the following terms indicates a type of portico?;A) Pronaos;B) Cella;C) Atrium;D) Opisthodomos;E) Dipteron;а
Who was the author of a series of works titled Composition?;A) Marc Chagall;B) Wassily Kandinsky;C) Henri Matisse;D) Yves Klein;E) Paul Klee;б
"What is the correct chronological order for the following paintings?
Madonna del cardellino (Raphael) – Madonna of the Goldfinch
Cena in Emmaus (Caravaggio) – Supper at Emmaus
I papaveri (Monet) – The Poppies
Ritratto di Federico da Montefeltro (Piero della Francesca) – Portrait of Federico da Montefeltro
Canal Grande verso Rialto (Canaletto) – Grand Canal Toward Rialto";"A) 1; 4; 2; 3; 5";"B) 1; 2; 5; 3; 4";"C) 5; 4; 1; 2; 3";"D) 4; 5; 1; 2; 3";"E) 4; 1; 2; 5; 3";д
In Roman circuses, the meta marked the starting and finishing point of a race. It is defined as:;A) A spire;B) A vault;C) A column;D) An arch;E) A cippus;а
Architecturally, what is a buttress?;A) A layer;B) A reinforcement work;C) A space;D) A technique;E) A frame;б
The portion of a column’s shaft is called:;A) Necking, rocchio;B) Base;C) Shaft;D) Capital;E) Cippus;а
Replace the verb dare (to give) with a more appropriate one in the sentence “ci sono funghi che danno la morte” (there are mushrooms that give death):;A) They ratify;B) They produce;C) They resolve;D) They bring;E) They procure;д
In architecture, what is meant by the “load-bearing capacity” of a beam?;A) Its length;B) Resistance, proportional to length;C) Its thickness;D) The height at which it is placed;E) The weight it is concretely subjected to;б
What is a ciborium?;A) A place where the dead are buried;B) An empty tomb;C) The enclosure of a monastery;D) A tabernacle;E) An atrium;г
The Church of Dio Padre Misericordioso in Rome, famous for its three white sails, is the work of which architect?;A) Renzo Piano;B) Santiago Calatrava;C) Le Corbusier;D) Richard Meier;E) Antoni Gaudí;г
Which of the following international organizations maintains and updates the list of World Heritage Sites for cultural or natural reasons?;A) WHO;B) UNICEF;C) OECD;D) UNESCO;E) WTO;г
The Ducal Palace of Urbino is one of the most significant architectural complexes of the:;A) Romanesque period;B) Gothic period;C) Renaissance period;D) Neoclassicism;E) Neogothic period;в
Which of the following Italian filmmakers cannot be considered a representative of Neorealism?;A) Roberto Rossellini;B) Vittorio De Sica;C) Pietro Germi;D) Franco Zeffirelli;E) Luchino Visconti;г
Identify the etymologically anomalous term:;A) Panlogismo;B) Paneuropeo;C) Panspichismo;D) Panflettista;E) Panteista;г
Ignacio de Loyola was:;A) A navigator and author of geographical discoveries;B) The inventor of the sextant;C) The founder of the Society of Jesus (Jesuits);D) The winner of the Battle of Cyprus;E) Pope Adrian VI before his election;в
Which famous prize is awarded to architects?;A) Pritzker Prize;B) Pulitzer Prize;C) Emmy Award;D) César Award;E) Nobel Prize;а
Which of the following is a correct definition of cloud computing?;A) An offline technology for purchasing goods;B) A technology that allows access via a remote server to hardware and software resources available for free or by subscription;C) A technology that allows access via a remote server only to hardware resources available for free or by subscription;D) An online catalog for purchasing computers;E) A system for performing complex system calculations for free;б
Which of these works is not by Perugino?;A) Adoration of the Magi;B) Miracle of the Snow;C) Visitation with Saint Anne;D) Apparition of the Virgin to Saint Bernard;E) Saint George and the Dragon;д
The architectural movement called Art Nouveau spread:;A) Between the last decade of the 1800s and the early 1900s;B) Between the two world wars;C) In the 1950s;D) In the mid-19th century;E) Starting from 1970;а
Which of the following institutions of the Italian Republic is elected democratically by universal suffrage?;A) Government;B) President of the Republic;C) Senate of the Republic;D) President of the Council of Ministers;E) High Council of the Judiciary;в
The term “hypostyle” can be said of a:;A) Painting;B) Sculpture;C) Building;D) Poetic composition;E) Musical composition;в
Which of the following branches is not part of architecture?;A) Urban planning;B) Industrial design;C) Decoration;D) Territorial planning;E) Restoration;в
In 1933, the fundamental theses of modern urban planning were formulated in a document known as the Charter of:;A) Athens;B) Rome;C) Paris;D) Rio de Janeiro;E) Vienna;а
Which of the following alternatives describes Brunelleschi’s attitude toward classical architecture?;A) Blind imitation;B) Conscious reinterpretation;C) Willful detachment;D) Marginal reuse;E) Pragmatic adherence;д
In which of the following Italian cities are there architectural works by Kenzo Tange?;A) Milan;B) Turin;C) Rome;D) Verona;E) Bari;а
Curved lines are a characteristic of which architecture?;A) Baroque;B) Romanesque;C) Twentieth-century;D) Mannerist;E) Carolingian;а
Who is the author of the fantasy novel The Lord of the Rings?;A) Joanne K. Rowling;B) Clive S. Lewis;C) Vladimir D. Nabokov;D) John R. R. Tolkien;E) Isaac Asimov;г
In architecture, what does the acronym CIAM stand for?;A) Unstable load mid-agent;B) International convention of friends of modernism;C) Tilted buttress anti-movement;D) International Congresses of Modern Architecture;E) Iconographic criteria against modernism;г
Which of the following alternatives correctly lists the chronological order of architectural styles?;"A) Romanesque; Renaissance; Gothic; Mannerist";"B) Gothic; Romanesque; Renaissance; Mannerist";"C) Gothic; Mannerist; Romanesque; Renaissance";"D) Renaissance; Romanesque; Mannerist; Gothic";"E) Romanesque; Gothic; Renaissance; Mannerist";д
What was the nationality of architect Walter Gropius?;A) German;B) Turkish;C) French;D) Swiss;E) Austrian;а
Which of the following arts has an evocative purpose?;A) Painting;B) Music;C) Architecture;D) Restoration;E) Urban planning;а
What are “minor arts”?;A) Non-figurative arts;B) Artistic products made by apprentices of famous masters;C) Medieval arts;D) An artistic movement that opposes other trends;E) Arts expressed in objects, mostly functional;д
What does a VOIP service allow you to do?;A) Use the computer to send and receive emails;B) Make a phone call using a traditional landline;C) Make a phone call using a 56K modem;D) Make a phone call using an internet connection;E) Make secure online purchases without typing sensitive data;г
In which century was Giorgione born?;A) XVI;B) XV;C) XVII;D) XIV;E) XIII;б
The painting The Three Ages of Man is by:;A) Klimt;B) Michelangelo;C) Giorgione;D) Dürer;E) Morandi;в
Titian was a student of:;A) Giorgione;B) Andrea Mantegna;C) Michelangelo;D) Giovanni Bellini;E) Piero della Francesca;а
A snow sculpture festival is held every year in:;A) Sapporo;B) Helsinki;C) Palermo;D) Linz;E) Moscow;а
Which of the following 20th-century French writers is the author of the novel Nausea?;A) Bataille;B) Sartre;C) Camus;D) Sagan;E) Gide;б
An antonym of aizzare (to incite) is:;A) sobillare (to stir up);B) interrare (to bury);C) istigare (to instigate);D) frenare (to restrain);E) rinfrescare (to refresh);г
Alone (halo) means:;A) aura;B) laura;C) laurea (degree);D) buio (darkness);E) ombra (shadow);а
Which of these saints was born in Africa?;A) Saint Ambrose of Milan;B) Saint Thomas Aquinas;C) Saint Paul of Tarsus;D) Saint Anthony of Padua;E) Saint Augustine of Hippo;д
Indicate the title of the artwork shown in the image. Woman without arms;A) The Virgin of the Rocks;B) Venus de Milo;C) Nike of Samothrace;D) Victorious Venus;E) Athena Parthenos;б
"Put the following historical events of the second half of the 20th century in chronological order.
a. French May
b. Assassination of John F. Kennedy
c. Moon landing
d. Fall of the Berlin Wall
e. Election of Karol Wojtyła as Pope
b; a; c; e; d ✅
B) a; b; c; e; d
C) c; b; a; e; d
D) a; c; d; e; b
E) b; c; a; e; d
586. To which architectural style does the Rucellai Palace in Florence belong (shown in figure)?";A) Romanesque;B) Gothic;C) Baroque;D) Renaissance;E) Rationalist;г
The Discobolus, shown in the image, is a sculpture by:;A) Myron;B) Phidias;C) Polykleitos;D) Praxiteles;E) Lysippos;а
Which of the following paintings is NOT by Leonardo da Vinci?;A) The Virgin of the Rocks;B) Carnation Madonna;C) The Last Judgment;D) Annunciation;E) Lady with an Ermine;в
What office did Robert Kennedy hold in the United States in the 1960s?;A) Attorney General, Minister of Justice;B) Vice President of the United States;C) Governor of California;D) Secretary of State;E) President of the United States;а
Which of the following does NOT represent a feature of Impressionist painting?;A) Brushstrokes are free: dabs, commas, stripes;B) Painting is done outdoors;C) Forms are not enclosed in a rigorous design;D) Light is the most important element as it transforms things and colors;E) Space is built according to the geometric rules of perspective;д
Which city is often depicted in Canaletto's views?;A) Florence;B) Venice;C) Padua;D) Verona;E) Rome;б
Canaletto’s paintings are characterized by views with rigorous perspective thanks to the use of:;A) Sfumato technique;B) Detailed preparatory sketches;C) Camera obscura, dark box;D) Strong chiaroscuro;E) None of the options: as an Expressionist painter, Canaletto rejected any attempt at optical representation;в
Which of the following statements about the architectural element of the column is false?;A) The Ionic capital has two symmetrical volutes;B) The Doric column rests on a pedestal formed by a concave ring and a parallelepiped;C) The Tuscan column lacks fluting;D) The shaft of the Doric column tapers upward;E) The Corinthian column has floral motifs carved on the capital;б
Vincent Van Gogh's painting aspires to:;A) A truthful representation, related to the objective world and the very function of art;B) A representation of the atmospheric effect, the discovery of light and its aesthetic effects in the visible world;C) A representation of scenes from daily life considered inconvenient;D) Expressing the despair and solitude of man and, in particular, of the artist in the world;E) Eliminating perspective and three-dimensionality;г
"Match prominent figures in French political history with the famous phrases attributed to them:
a. Henry IV
b. Louis XIV
c. François Guizot
d. Louis XV
e. De Gaulle
“Paris is well worth a Mass”
“Only fools never change their mind”
“After me, the deluge”
“I am the state”
“Enrich yourselves”
a–1; b–5; c–3; d–4; e–2
B) a–4; b–5; c–1; d–2; e–3 ✅
C) a–3; b–2; c–1; d–5; e–4
D) a–4; b–3; c–2; d–5; e–1
E) a–1; b–5; c–3; d–4; e–2
596. Why does Andy Warhol prefer as subjects of his works advertisements for mass-produced products or celebrities from music and cinema?";A) To advertise products, being a graphic designer specialized in packaging;B) Because the obsessive repetition of utterly banal and recognizable objects by most of the American population expresses the anguish of modern life;C) To create an objective painting, balanced and mathematically rigorous, free of naturalistic references;D) To promote the Campbell industry, weakened in the post-WWII period;E) The choice of subjects is random. The artist was only interested in experimenting with new composition techniques;б
Which of the following pairings between artist and artwork is incorrect?;A) Marcel Duchamp – Bicycle Wheel (1913);B) Man Ray – Rayogram (1925);C) Paul Gauguin – Sunflowers (1888);D) Jacques-Louis David – The Death of Marat (1793);E) Antonio Canova – The Three Graces (ca. 1815);в
In the painting Death of the Virgin, the model used by Caravaggio was:;A) His mother;B) A well-known courtesan of the time, Maddalena Antognetti, known as Lena;C) His lover;D) The corpse of a drowned prostitute from the Tiber;E) The corpse of a woman killed by her own hand;г
Who is the author of the artwork shown? Composition…;A) Paul Klee;B) Marc Chagall;C) Der Blaue Reiter;D) Wassily Kandinsky;E) Henri Matisse;г
The project for the new Rho-Pero fair complex in Milan was designed by:;A) Daniel Libeskind;B) Ettore Sottsass;C) Massimiliano Fuksas;D) Giorgetto Giugiaro;E) Sergio Pininfarina;в
In which period of architecture was the method first theorized that includes a preliminary design phase, where the architect makes decisions related to the overall quality as the sole designer of the building, followed by a subsequent execution phase?;A) Renaissance;B) Middle Ages;C) Rationalism;D) Hellenism;E) Mannerism;а
Which ethnic persecution began with the historical “Night of Broken Glass”?;A) The persecution of Christians in ancient Rome;B) The persecution of the Jewish people by the Nazis;C) The persecution of Christians in the Chinese Republic;D) The persecution of the Indigenous peoples of the Amazon (Brazil);E) The persecution of the Huguenots in the 16th century;б
The image shows the Arch of Peace in Milan, modeled on Roman triumphal arches. What style does it belong to?;A) Neoclassical;B) Baroque;C) Corinthian;D) Hellenistic;E) Rationalist;а
Which of the following is also known as “The Aquinate”?;A) Saint Thomas;B) Saint Augustine;C) Saint Januarius;D) Saint Ignatius of Loyola;E) Saint Francis;а
Gothic architecture is characterized by the use of construction techniques, already known and derived from Romanesque, organized into a coherent and logical system with new aesthetic and symbolic goals. Which of the following apply?;A) To amaze and express the level of technical achievements;B) To meet the defensive needs of large families;C) To cite Romanesque architecture of the past;D) To plan urban development of the new ideal city;E) To combine the use of classical materials with new ones like iron and cast iron;а
The Basilica of Sant’Ambrogio in Milan is:;A) Baroque;B) Gothic;C) Renaissance;D) Romanesque;E) Neoclassical;г
"Put the following events in chronological order:
a) Cape Horn is rounded for the first time by a European crew
b) Vasco da Gama reaches the Indies by rounding the Cape of Good Hope
c) For the first time, European ships complete the circumnavigation of the globe
d) James Cook discovers Australia
e) The Danish explorer Vitus Bering navigates the strait that will bear his name";"A) c; b; a; d; e";"B) b; c; a; e; d";"C) a; b; c; d; e";"D) c; a; b; d; e";"E) a; c; b; d; e";б
Giuseppe Mazzini was born in:;A) Genoa;B) Venice;C) Milan;D) Nice;E) Foggia;а
Which of the following is the motto of the United States of America?;A) Plus ultra – “Further beyond”;B) Dieu et mon droit – “God and my right”;C) Unity in diversity – “L’unione nella diversità”;D) E pluribus unum – “Out of many, one”;E) Liberty or death – “Libertà o morte”;г
What is the primary function of architecture?;A) Protection from weather elements;B) Distribution of forces;C) Expression;D) Symbolism;E) Display;а
According to the current system, in Italy the term of office of the President of the Republic lasts how many years?;A) 3 years;B) 4 years;C) 5 years;D) 7 years;E) 6 years;г
Which of the following cities hosts examples of Lombard architecture?;A) Parma;B) Venice;C) Milan;D) Como;E) Benevento;д
In the Roman house, what was the lararium?;A) A labyrinth;B) A basin for collecting water;C) A chapel;D) The atrium;E) A portico;в
Identify the odd term out in the group.;A) Balearic Islands;B) Canary Islands;C) Cyclades;D) Egadi;E) Aeolian Islands;б
An antonym of deferent is:;A) Insufficient;B) Insolent;C) Relaxing;D) Ignorant;E) Suspicious;б
Which Italian author wrote Marcovaldo?;A) Alberto Moravia;B) Dino Buzzati;C) Carlo Collodi;D) Elsa Morante;E) Italo Calvino;д
On the outskirts of which city is CERN located?;A) Strasbourg;B) Zurich;C) Basel;D) Geneva;E) Bern;г
Tamerlane was born in which century?;A) 10th;B) 11th;C) 12th;D) 14th;E) 17th;г
Who was the last Shah of Iran?;A) Mohammad Mossadeq;B) Ayatollah Khomeini;C) Farouk I;D) Reza Pahlavi;E) Ben Ali;г
How is the Divine Comedy divided?;A) Into 99 chapters;B) Into 12 books;C) Into 34 songs;D) Into 3 canticles;E) Into 24 cantos;г
In the conventional periodization of the history of Greek institutions and civilization, Hellenism usually refers to the period:;A) Between the Persian Wars and the 3rd century BC;B) Related to Helladic culture developed from the Neolithic to the Mycenaean Age;C) In which the Panhellenic Games were held at Olympia;D) Characterized by the political influence of Greece throughout the Mediterranean;E) From the death of Alexander the Great to the fall of the Egyptian kingdom under Roman rule;д
Which of these terms cannot be associated with the Greek city of the Classical Age?;A) Agora;B) Forum;C) Stoa;D) Asty;E) Acropolis;б
In architectural terminology, the term tiburio refers to:;A) The circular structure supporting or upon which a dome rests;B) The windowed wall that lights the nave of the church;C) The conical cover of certain bell towers in the alpine area;D) An architectural element covered with a roof that can contain a dome inside;E) The bishop’s throne next to the pulpit;г
The term Pre-Raphaelites refers to:;A) Painters who anticipated Raphael’s art;B) A 19th-century artistic movement;C) Painters trained in the workshop of Pinturicchio in Urbino;D) An 18th-century artistic movement;E) Court painters active at the end of the 15th century in Milan and Urbino;б
He introduced significant reforms to Roman javelin combat. He was consul seven times. He destroyed two Germanic peoples. Who was he?;A) Julius Caesar;B) Lucius Cornelius Scipio;C) Metellus Pius;D) Gaius Marius;E) Romulus;г
Which of these artistic movements is not considered an “avant-garde”?;A) Gothic revival;B) Futurism;C) Expressionism;D) De Stijl;E) Constructivism;а
The church of Sant’Ivo alla Sapienza in Rome, shown in the image, was designed by:;A) Guarino Guarini;B) Filippo Juvarra;C) Gian Lorenzo Bernini;D) Francesco Borromini;E) Pietro da Cortona;г
